"平滑着色","Shade Smooth"
"MACHIN3：渲染","MACHIN3: Render"
"四分之一质量","Quarter Quality"
"半质量","Half Quality"
"双倍质量","Double Quality"
"四倍质量","Quadruple Quality"
"种子渲染","Seed Render"
"最终渲染","Final Render"
"小丑蒙版","Clownmatte"
"小丑对象","ClownObject"
"MACHIN3：复制节点","MACHIN3: Duplicate Nodes"
"正常复制节点，但对于Cryptomatte V2节点，保持输入并清除蒙版ID","Duplicate Nodes normaly, except for Cryptomatte V2 nodes, in that case keep the inputs and clear out the matte ids"
"MACHIN3：选择中心对象","MACHIN3: Select Center Objects"
"选择位于中心的对象，这些对象在X、Y或Z轴两侧都有顶点。","Selects Objects in the Center, objects, that have verts on both sides of the X, Y or Z axis."
"MACHIN3：选择线框对象","MACHIN3: Select Wire Objects"
"选择设置为线框显示类型的对象\nALT：隐藏对象\nCTRL：包括空对象","Select Objects set to WIRE display type\nALT: Hide Objects\nCLTR: Include Empties"
"MACHIN3：选择层次结构","MACHIN3: Select Hierarchy"
"递归选择子项","Select Hierarchy Down"
"包括父级","Include Parent"
"在选择中包括父级","Include the Parent in the Selection"
"递归选择子项","Select Recursive Children"
"递归选择子项","Select Children Recursively"
"选择隐藏子项","Select Hidden Children"
"取消隐藏并选择隐藏子项","Unhide and Select Hidden Children"
"包括修改对象","Include Mod Objects"
"即使它们是","Include Mod Objects, even if they aren"
"递归","Recursive"
"取消隐藏","Unhide"
"MACHIN3：智能驱动","MACHIN3: Smart Drive"
"使用另一个对象驱动一个对象","Drive one Object using another"
"MACHIN3：切换驱动器值","MACHIN3: Switch Driver Values"
"MACHIN3：设置驱动器值","MACHIN3: set_driver_value"
"值","Value"
"MACHIN3：智能边","MACHIN3: Smart Edge"
"切换锐利","Toggle Sharp"
"锐利模式","Sharp Mode"
"权重","Weight"
"重叠钳制","Clamp Overlap"
"环形滑动","Loop Slide"
"是否未斜角","Is Unbevel"
"偏移边缘滑动","Offset Edge Slide"
"切割","Cuts"
"插值","Interpolation"
"可以刀具投影","Can be Knife Projected"
"是否刀具投影","Is Knife Project"
"切割通过","Cut Trough"
"选择模式","Select Mode"
"刀具投影","Knife Project"
"倒角","Chamfer"
"韩国斜角","Korean Bevel"
"MACHIN3：智能面","MACHIN3: Smart Face"
"合并到附近的顶点","Merge to closeby Vert"
"聚焦于新对象","Focus on new Object"
"使用焦点","Use Focus"
"捕捉","Snap"
"发散","Diverge"
"MACHIN3：智能顶点","MACHIN3: Smart Vert"
"合并类型","Merge Type"
"在中心合并路径","Merge Paths in center"
"路径类型","Path Type"
"滑动覆盖","Slide Override"
"单顶点斜角","Single Vertex Bevelling"
"与HyperCursor Gizmo关联的边缘索引，将被移除","Index of Edge accociated with HyperCursor Gizmo, that is to be removed"
"可以展平","Can Flatten"
"展平末端面","Flatten End Face"
"滑动扩展","Slide Extend"
"合并","Merge"
"在中心","in Center"
"最短路径","Shortest Path"
"MACHIN3：切换平滑","MACHIN3: Toggle Smooth"
"为韩国斜角和SubD对象切换平滑","Toggle Smothing for Korean Bevel and SubD Objects"
"平滑模式","Smooth Mode"
"SubD","SubD"
"MACHIN3：表面滑动","MACHIN3: Surface Slide"
"开始表面滑动：在保持初始形式的同时修改拓扑","Start Surface Sliding: modifify the topology while keeping the inital form intact"
"%s_SURFACE","%s_SURFACE"
"表面滑动","SurfaceSlide"
"MACHIN3：完成表面滑动","MACHIN3: Finish Surface Slide"
"停止表面滑动","Stop Surface Sliding"
"MACHIN3：添加线程","MACHIN3: Add Thread"
"段数","Segments"
"线程数","Threads"
"深度","Depth"
"深度为小直径的百分比","Depth in Percentage of minor Diameter"
"淡化","Fade"
"段数淡化到内直径的百分比","Percentage of Segments fading into inner Diameter"
"底部侧面","Bottom Flank"
"齿顶","Crest"
"顶部侧面","Top Flank"
"齿根","Root"
"MACHIN3：准备Unity导出","MACHIN3: Prepare Unity Export"
"只准备，不要","Only Prepare, don"
"DECALmachine用于跳过“导出”，即使设置了场景道具也是如此\nECALmachine使用自己的“导出操作符”","Used by DECALmachine to skip Export even if the scene prop is set\nDECALmachine uses its own Export Operator Instead"
"MACHIN3：恢复Unity导出","MACHIN3: Restore Unity Export"
"恢复预导出对象变换、网格和修改器","Restore Pre-Export Object Transformations, Meshes and Modifiers"
"MACHIN3：清理材质","MACHIN3: Cleanout Materials"
"更改绘制类型","Change Drawtype"
"更改为材质着色","Change to Material Shading"
"MACHIN3：清理UVs","MACHIN3: Cleanout UVs"
"MACHIN3：查找禁用的修改器模式","MACHIN3: Find Disabled Mods Modes"
"MACHIN3：锁定所有","MACHIN3: Lock It All"
"锁定或解锁","Lock or Unlock"
"MACHIN3：修改器机器","MACHIN3: Mod Machine"
"应用或显示","Apply or Show"
"全部（覆盖）","All (Overwrite)"
"斜角","Bevel"
"置换","Displace"
"布尔","Boolean"
"数据传输","Data Transfer"
"收缩包裹","Shrink Wrap"
"选择中心对象","Select Center Objects"
"选择线框对象","Select Wire Objects"
"选择层次结构","Select Hierarchy"
"应用变换","Apply Transformations"
"添加线程","Add Thread"
"附加材质","Append Materials"
"尚未添加材质！","No Materials added yet!"
"检查MACHIN3tools首选项。","Check MACHIN3tools prefs."
"INVOKE_DEFAULT","INVOKE_DEFAULT"
"组化","Groupify"
"选择组","Select Group"
"复制组","Duplicate Group"
"添加到组","Add to Group"
"从组中移除","Remove from Group"
"INVOKE_REGION_WIN","INVOKE_REGION_WIN"
"EXEC_REGION_WIN","EXEC_REGION_WIN"
"(X) 取消组","(X) Un-Group"
"四边形球体","Quad Sphere"
"轻击（一点点）","Punch It (a little)"
"组原点","Group Origin"
"种子计数","Seed Count"
"MACHIN3tools %s","MACHIN3tools %s"
"驱动器","Driver"
"值","Values"
"变换","Transform"
"空间","Space"
"被驱动","Driven"
"限制","Limit"
"驱动它！","Drive it!"
"导出","Export"
"三角化","Triangulate"
"EXEC_DEFAULT","EXEC_DEFAULT"
"准备 + 导出 %s","Prepare + Export %s"
"恢复变换","Restore Transformations"
"完成后禁用！","Disable, when done!"
"调整","Adjust"
"自动选择","Auto Select"
"隐藏空对象","Hide Empties"
"创建装配资产","Create Assembly Asset"
"装配实例集合","Assemble Instance Collection"
"模式","Modes"
"打开 %s","Open %s"
"顶点","Vertex"
"面","Face"
"边","Edge"
"Gizmos","Gizmos"
"预览","Preview"
"切换","Toggle"
"完成表面滑动","Finish Surface Slide"
"自动合并","Auto Merge"
"UV编辑","UV Edit"
"绘画","Paint"
"蒙版","Mask"
"视图","View"
"对象","Object"
"同步选择","Sync Selection"
"岛屿","Island"
"编辑模式","Edit Mode"
"姿势","Pose"
"雕刻","Sculpt"
"绘制","Draw"
"多帧","Multiframe"
"插值","Interpolate"
"收缩包裹","Shrinkwrap"
"不透明度","Opacity"
"厚度","Thickness"
"保存、打开、附加","Save, Open, Append"
"打开...","Open..."
"保存","Save"
"另存为..","Save As.."
"新建","New"
"增量保存","Incremental Save"
"(R) 最近","(R) Most Recent"
"所有最近","All Recent"
"TOPBAR_MT_file_open_recent","TOPBAR_MT_file_open_recent"
"撤销保存","Undo Save"
"重做保存","Redo Save"
"打开临时目录","Open Temp Dir"
"恢复","Revert"
"OBJ","OBJ"
"导入","Import"
"塑料性","Plasticity"
"FBX","FBX"
"USD","USD"
"上一个","Previous"
"下一个","Next"
"您当前位于临时文件夹中","You are currently in the Temp Folder"
"如果您想保存，请在其他地方进行！","If you want to save, do it elsewhere!"
"附加","Append"
"链接","Link"
"TOPBAR_MT_file_external_data","TOPBAR_MT_file_external_data"
"清除","Purge"
"清理.blend文件","Clean out .blend"
"着色和覆盖层","Shading and Overlays"
"统计","Stats"
"光标","Cursor"
"原点","Origins"
"全部","All"
"网格","Grid"
"线框","Wireframe"
"X射线","X-Ray"
"活动","Active"
"(Q) 大纲","(Q) Outline"
"(V) 曲率","(V) Curvature"
"名称","Name"
"轴","Axes"
"前方","In Front"
"平面","Flat"
"自动平滑","AutoSmooth"
"(N) 清除自定义法线","(N) Clear Custom Normals"
"法线","Normals"
"大小","Size"
"锐利","Sharp"
"折痕","Creases"
"接缝","Seams"
"曲线","Curve"
"填充","Fill"
"分辨率","Resolution"
"手柄","Handles"
"长度","Length"
"世界空间","World Space"
"(X) 材质捕捉切换","(X) Matcap Switch"
"材质捕捉翻转","Matcap Flip"
"材料着色","Colorize Materials"
"从","from"
"材料","Material"
"集合","Collection"
"引擎","Engine"
"180","180"
"背景强度","Background Strength"
"强制隐藏渲染","Enforce hide_render"
"预设","Presets"
"通过","Passes"
"合成器","Compositor"
"阴影","Shadows"
"Cycles设置","Cycles Settings"
"降噪","Denoise"
"快速GI","Fast GI"
"(L) 实体","(L) Solid"
"渲染","Rendered"
"视口和摄像机","Viewport and Cameras"
"正面","Front"
"围绕选择轨道","Orbit Selection"
"智能视图摄像机","Smart View Cam"
"(Q) 上一个摄像机","(Q) Previous Cam"
"(W) 下一个摄像机","(W) Next Cam"
"摄像机到视图","Cam to view"
"背面","Back"
"自定义视图","Custom Views"
"本地","Local"
"重置视口","Reset Viewport"
"Y最小","Y min"
"Y最大","Y max"
"中心","Center"
"拉直","Straighten"
"将对象对齐到顶点","Align Object to Vert"
"将对象对齐到边缘","Align Object to Edge"
"X最小","X min"
"X最大","X max"
"Z最小","Z min"
"Z最大","Z max"
"水平","Horizontal"
"垂直","Vertical"
"UV对齐","UV Align"
"V最小","V min"
"V最大","V max"
"U最小","U min"
"U最大","U max"
"U光标","U Cursor"
"V光标","V Cursor"
"光标和原点","Cursor and Origin"
"到 %s","to %s"
"到选定","to Selected"
"到光标","to Cursor"
"对象原点","Object Origin"
"到几何体","to Geometry"
"到活动","to Active"
"到下方","to Bottom"
"拖动Hyper光标","   Drag Hyper Cursor"
"到原点","to Origin"
"到光标，偏移","to Cursor, Offset"
"到网格","to Grid"
"单个","Individual"
"枢轴点","Pivot Point"
"方向","Orientation"
"自定义","Custom"
"影响仅","Affect Only"
"位置","Locations"
"父级","Parents"
"捕捉","Snapping"
"绝对网格","Absolute Grid"
"体积","Volume"
"表面","Surface"
"更多...","More..."
"集合","Collections"
".贴花",".Decals"
"从...移除","Remove from"
"添加到","Add to"
"移动到","Move to"
"创建","Create"
"场景集合（选定）","Scene Collections (Selection)"
"场景集合","Scene Collections"
"贴花父级集合（选定）","Decal Parent Collections (Selection)"
"贴花父级集合","Decal Parent Collections"
"贴花类型集合","Decal Type Collections"
".简单",".Simple"
".子集",".Subset"
".信息",".Info"
".面板",".Panel"
"贴花","Decals"
"简单","Simple"
"子集","Subset"
"面板","Panel"
"信息","Info"
"工作区","Workspaces"
"","   "
"跳跃","Hops"
"快速收藏","Quick Favorites"
"SCREEN_MT_user_menu","SCREEN_MT_user_menu"
"工具栏","Tool Bar"
"内置.选择框","builtin.select_box"
"框","Box"
"添加","Add"
"切割","Cut"
"圆","Circle"
"多边形","NGon"
"硬操作菜单","Hard Ops Menu"
"HOPS_MT_主菜单","HOPS_MT_MainMenu"
"MACHIN3：对齐（编辑网格）","MACHIN3: Align (Edit Mesh)"
"本地空间对齐\nALT：世界空间对齐\nCTRL：光标空间对齐","Local Space Align\nALT: World Space Align\nCTRL: Cursor Space Align"
"类型","Type"
"对齐到最小或最大、平均、零或光标","Align to Min or Max, Average, Zero or Cursor"
"对齐在X、Y或Z轴上","Align on the X, Y or Z Axis"
"方向","Direction"
"在本地、世界或光标空间中对齐","Align in Local, World or Cursor Space"
"每个岛屿独立对齐","Align Each Island independently"
"每个","Each"
"MACHIN3：中心（编辑网格）","MACHIN3: Center (Edit Mesh)"
"本地空间中心\nALT：世界空间中心\nCTRL：光标空间中心","Local Space Center\nALT: World Space Center\nCTRL: Cursor Space Center"
"MACHIN3：将对象对齐到边缘","MACHIN3: Align Object to Edge"
"将一个或多个对象对齐到活动对象中的边缘\nALT：通过接近度将对象捕捉到边缘\nCTRL：通过中点将对象捕捉到边缘","Align one or more objects to edge in active object\nALT: Snap objects to edge by proximity\nCTRL: Snap objects to edge by midpoint"
"MACHIN3：将对象对齐到顶点","MACHIN3: Align Object to Vert"
"将一个或多个对象对齐到活动对象中的顶点","Align one or more objects to vertice in active object"
"MACHIN3：拉直","MACHIN3: Straighten"
"拉直顶点或边缘","Straighten verts or edges"
"MACHIN3：调用MACHIN3tools饼图","MACHIN3: Call MACHIN3tools Pie"
"MACHIN3_MT_%s","MACHIN3_MT_%s"
"MACHIN3：创建集合","MACHIN3: Create Collection"
"描述","description"
"集合","Collection "
"MACHIN3：从集合中移除","MACHIN3: Remove from Collection"
"从集合中移除选定内容","Remove Selection from a Collection"
"MACHIN3：添加到集合","MACHIN3: Add to Collection"
"将选定内容添加到集合","Add Selection to a Collection"
"MACHIN3：移动到集合","MACHIN3: Move to Collection"
"将选定内容移动到集合","Move Selection to a Collection"
"MACHIN3：清除集合","MACHIN3: Purge Collections"
"移除空集合","Remove empty Collections"
"MACHIN3：（取消）选择集合","MACHIN3: (De)Select Collection"
"选择集合对象\nSHIFT：选择所有集合对象\nALT：取消选择集合对象\nSHIFT+ALT：取消选择所有集合对象\nCTRL：切换视口选择集合对象","Select Collection Objects\nSHIFT: Select all Collection Objects\nALT: Deselect Collection Objects\nSHIFT+ALT: Deselect all Collection Objects\nCTRL: Toggle Viewport Selection of Collection Objects"
"MACHIN3：材料着色","MACHIN3: Colorize Materials"
"从材料中设置材料视口颜色","Set Material Viewport Colors from last Node in Material"
"变亮","Lighten"
"MACHIN3：从材料中为对象着色","MACHIN3: Colorize Objects from Materials"
"从其活动材料中为选定对象设置对象视口颜色","Set Object Viewport Colors of selected Objects from their active Materials"
"MACHIN3：从活动对象为对象着色","MACHIN3: Colorize Objects from Active"
"从活动对象为选定对象设置对象视口颜色","Set Object Viewport Colors from Active Object"
"MACHIN3：从集合中为对象着色","MACHIN3: Colorize Objects from Collections"
"根据集合为选定对象设置对象视口颜色","Set Object Viewport Colors of selected Objects based on Collections"
"多个集合","Multiple Collections"
"DECALmachine集合","DECALmachine Collections"
"多集合对象","Multi-Collection Objects"
"贴花集合","Decal Collections"
"MACHIN3：从组中为对象着色","MACHIN3: Colorize Objects from Groups"
"随机颜色","Random Color"
"仅活动组","Active Group Only"
"MACHIN3：光标到原点","MACHIN3: Cursor to Origin"
"将光标重置为世界原点\nALT：仅重置光标位置\nCTRL：仅重置光标旋转","Reset Cursor to World Origin\nALT: Only reset Cursor Location\nCTRL: Only reset Cursor Rotation"
"MACHIN3：光标到选定","MACHIN3: Cursor to Selected"
"MACHIN3：选定到光标","MACHIN3: Selected To Cursor"
"将选定对象变换到光标\nALT：仅设置位置\nCTRL：仅设置旋转","Transform Selected Objects to Cursor\nALT: Only set Location\nCTRL: Only set Rotation"
"MACHIN3：绘制标签","MACHIN3: draw_label"
"在HUD上绘制的文本","Text to draw the HUD"
"屏幕坐标","Screen Coordinates"
"Alpha","Alpha"
"MACHIN3：绘制标签","MACHIN3: draw_labels"
"在HUD上绘制的第二个文本","Second Text to draw the HUD"
"MACHIN3：收缩包裹油性铅笔","MACHIN3: ShrinkWrap Grease Pencil"
"根据表面偏移值将当前油性铅笔层收缩包裹到最近的网格表面","Shrinkwrap current Grease Pencil Layer to closest mesh surface based on Surface Offset value"
"着色","Shade"
"在对象和编辑模式下设置平滑着色\nALT：如果面角度大于自动平滑角度，则标记边缘锐利","Set smooth shading in object and edit mode\nALT: Mark edges sharp if face angle > auto smooth angle"
"着色模式","Shade Mode"
"设置锐利","Set Sharps"
"避免锐化HyperCursor","Avoid Sharpening HyperCursor"
"避免锐化用于HyperCursor的边缘","Avoid Sharpening Edges used for HyperCursor"
"清除锐利、B权重、折痕和接缝","Clear Sharps, BWeights, Creases and Seams"
"清除B权重","Clear BWeights"
"清除折痕","Clear Creases"
"清除接缝","Clear Seams"
"包括子项","Include Children"
"包括布尔对象","Include Boolean Objects"
"避免边缘斜角","Avoid Edge Bevels"
"清除","Clear"
"锐利","Sharps"
"B权重","BWeights"
"切换自动平滑","Toggle Auto Smooth"
"自动平滑角度","Auto Smooth Angle"
"网格模式","Mesh Mode"
"MACHIN3：图像模式","MACHIN3: Image Mode"
"MACHIN3：UV模式","MACHIN3: UV Mode"
"MACHIN3：表面绘制模式","MACHIN3: Surface Draw Mode"
"表面绘制，创建父级、空油性铅笔对象并进入绘制模式\nSHIFT：选择线条工具","Surface Draw, create parented, empty GreasePencil object and enter DRAW mode.\nSHIFT: Select the Line tool."
"%s_表面绘制","%s_SurfaceDrawing"
"表面层","SurfaceLayer"
"黑色","Black"
"内置.线条","builtin.line"
"内置_画笔.绘制","builtin_brush.Draw"
"MACHIN3：打开库混合","MACHIN3: Open Library Blend"
"在新Blender实例中加载选定对象或集合实例的源库","Open new Blender instance, loading the library sourced in the selected object or collection instance."
"MACHIN3：原点到活动","MACHIN3: Origin to Active"
"MACHIN3：原点到光标","MACHIN3: Origin to Cursor"
"MACHIN3：原点到底部边界","MACHIN3: Origin to Bottom Bounds"
"评估对象边界","Evaluated Object Bounds"
"切换网格","Toggle Grid"
"区分常规视图和正交侧视图中的网格","Toggle Grid, distinguish between the grid in regular views and orthographic side views"
"切换线框","Toggle Wireframe"
"当前文件未保存。开始新文件？","Current file is unsaved. Start a new file anyway?"
"开始新的.blend文件","Start new .blend file"
"MACHIN3：另存为","MACHIN3: Save As"
"将当前文件保存在所需位置\nALT：另存为副本\nCTRL：另存为资产","Save the current file in the desired location\nALT: Save as Copy\nCTRL: Save as Asset"
"另存为副本","Save as Copy"
"另存为资产","Save as Asset"
"保存版本化启动文件","Save Versioned Startup File"
"加载最近","Load Most Recent"
"加载最近使用的.blend文件","Load most recently used .blend file"
"MACHIN3：加载上一个文件","MACHIN3: Load previous file"
"MACHIN3：加载下一个文件","MACHIN3: Load next file"
"打开","Open"
"打开系统","Open System"
"加载UI","Load UI"
"MACHIN3：清除孤立","MACHIN3: Purge Orphans"
"递归清除","Recursive Purge"
"无清除。","Nothing to purge."
"清理.blend文件！","Clean out .blend file!"
"移除自定义画笔","Remove Custom Brushes"
"选定对象","Has Selected Objects"
"这将移除当前.blend文件中的所有内容","This will remove everything in the current .blend file"
"MACHIN3：重新加载链接库","MACHIN3: Reload Linked Liraries"
"MACHIN3：屏幕录制","MACHIN3: Screen Cast"
"屏幕录制操作符","Screen Cast Operators"
"MACHIN3：切换着色","MACHIN3: Switch Shading"
"着色类型","Shading Type"
"切换轮廓","Toggle Outline"
"切换对象轮廓","Toggle Object Outlines"
"切换腔体","Toggle Cavity"
"切换腔体（屏幕空间环境光遮蔽）","Toggle Cavity (Screen Space Ambient Occlusion)"
"切换曲率","Toggle Curvature"
"切换曲率（边缘高光）","Toggle Curvature (Edge Highlighting)"
"材质捕捉切换","Matcap Switch"
"快速在两个材质捕捉之间切换","Quickly Switch between two Matcaps"
"MACHIN3：旋转演播室灯光","MACHIN3: Rotate Studiolight"
"MACHIN3：设置捕捉预设","MACHIN3: Set Snapping Preset"
"设置捕捉预设","Set Snapping Preset"
"捕捉元素","Snap Element"
"捕捉目标","Snap Target"
"MACHIN3：按名称设置工具","MACHIN3: Set Tool by Name"
"按名称设置工具","Set Tool by Name"
"工具名称/ID","Tool name/ID"
"MACHIN3：设置BoxCutter预设","MACHIN3: Set BoxCutter Preset"
"快速启用/切换BC工具到各种模式","Quickly enable/switch BC tool in/to various modes"
"MACHIN3：设置变换预设","MACHIN3: Set Transform Preset"
"同时设置变换枢轴和方向","Set Transform Pivot and Orientation at the same time."
"变换枢轴","Transform Pivot"
"变换方向","Transform Orientation"
"MACHIN3：对齐（UV）","MACHIN3: Align (UV)"
"根据最小/最大UV值对齐顶点","Align verts based on min/max UV values"
"视图轴","View Axis"
"使活动","Make Active"
"使选定摄像机活动。","Make selected Camera active."
"默认：查看活动场景摄像机\n场景中没有摄像机：从视图创建摄像机\n选定摄像机：使选定摄像机活动并查看它。\nAlt + 单击：从当前视图创建摄像机。","Default: View Active Scene Camera\nNo Camera in the Scene: Create Camera from View\nCamera Selected: Make Selected Camera active and view it.\nAlt + Click: Create Camera from current View."
"MACHIN3：下一个摄像机","MACHIN3: Next Cam"
"MACHIN3：切换摄像机透视/正交","MACHIN3: Toggle Camera Perspective/Ortho"
"切换活动场景摄像机透视/正交","Toggle Active Scene Camera Perspective/Ortho"
"MACHIN3：切换视口透视/正交","MACHIN3: Toggle View Perspective/Ortho"
"切换视口透视/正交","Toggle Viewport Perspective/Ortho"
"MACHIN3：切换轨道方法","MACHIN3: Toggle Orbit Method"
"MACHIN3：切换围绕选择轨道","MACHIN3: Toggle Orbit Selection"
"MACHIN3：重置视口","MACHIN3: Reset Viewport"
"完美地将视口与Y轴对齐，朝向Y+","Perfectly align the viewport with the Y axis, looking into Y+"
"切换工作区","Switch Workspace"
"MACHIN3：获取图标名称帮助","MACHIN3: Get Icon Name Help"
"资产类别","Asset Categories"
"组","Groups"
"斜角着色器半径数学","Bevel Shader Radius Math"
"斜角着色器对象半径调制","Bevel Shader Object Radius Modulation"
"M3.斜角着色器半径调制","M3.bevel_shader_radius_mod"
"MACHIN3_%s_%s","MACHIN3_%s_%s"
"",""
